order_id,product_id,customer_id,order_date,order_quantity,order_status,warehouse_id
ORD20010,P9504519,CUST50034,2023-07-06,484,Shipped,WH009
ORD20089,P1309312,CUST50078,2023-07-05,33,Cancelled,WH010
ORD20059,P7687562,CUST50059,2023-06-10,104,Returned,WH004
ORD20066,P8630516,CUST50100,2023-09-05,448,Cancelled,WH005
ORD20021,P1693160,CUST50049,2023-06-16,265,Processing,WH007
ORD20043,P4908178,CUST50074,2023-08-13,75,Returned,WH003
ORD20061,P5391770,CUST50074,2023-09-18,113,Processing,WH005
ORD20000,P7103703,CUST50015,2023-09-29,15,Processing,WH007
ORD20005,P0687542,CUST50091,2023-07-12,356,Pending,WH004
ORD20073,P3359438,CUST50017,2023-06-12,182,Shipped,WH007
ORD20047,P5246056,CUST50016,2023-09-24,129,Delivered,WH009
ORD20022,P3932548,CUST50001,2023-09-05,56,Shipped,WH010
ORD20029,P0712052,CUST50007,2023-06-13,238,Processing,WH007
ORD20021,P4442155,CUST50044,2023-09-21,319,Cancelled,WH009
ORD20018,P9017377,CUST50085,2023-07-17,494,Processing,WH003
ORD20024,P2927011,CUST50004,2023-07-29,86,Cancelled,WH005
ORD20095,P6593807,CUST50064,2023-09-29,42,Returned,WH002
ORD20085,P8744303,CUST50054,2023-08-31,401,Pending,WH003
ORD20052,P1656609,CUST50058,2023-06-27,361,Shipped,WH006
ORD20048,P7919198,CUST50067,2023-07-01,253,Returned,WH009
ORD20064,P6148472,CUST50048,2023-08-06,236,Returned,WH004
ORD20053,P7748301,CUST50015,2023-07-31,475,Delivered,WH004
ORD20050,P9343708,CUST50047,2023-08-29,109,Returned,WH006
ORD20027,P9446580,CUST50014,2023-08-03,30,Pending,WH001
ORD20096,P0693838,CUST50064,2023-07-07,180,Delivered,WH008
ORD20099,P6148472,CUST50053,2023-09-11,449,Pending,WH004
ORD20075,P3114471,CUST50083,2023-06-22,104,Pending,WH002
ORD20030,P4036120,CUST50080,2023-09-23,56,Processing,WH005
ORD20079,P9708505,CUST50069,2023-06-25,385,Processing,WH004
ORD20034,P6793980,CUST50057,2023-06-13,346,Cancelled,WH002
ORD20089,P1417867,CUST50054,2023-09-25,302,Cancelled,WH005
ORD20075,P7481854,CUST50099,2023-06-12,444,Shipped,WH004
ORD20031,P9487943,CUST50076,2023-09-10,461,Shipped,WH002
ORD20071,P3272041,CUST50050,2023-09-01,372,Processing,WH010
ORD20074,P7319733,CUST50017,2023-09-15,286,Pending,WH009
ORD20085,P8579388,CUST50017,2023-08-15,333,Returned,WH009
ORD20063,P8957733,CUST50077,2023-09-08,223,Returned,WH007
ORD20083,P2538270,CUST50071,2023-07-28,92,Shipped,WH009
ORD20094,P3261821,CUST50090,2023-08-01,58,Processing,WH005
ORD20019,P0928112,CUST50019,2023-08-28,478,Processing,WH008
ORD20005,P0396915,CUST50034,2023-09-04,160,Processing,WH002
ORD20089,P4370791,CUST50089,2023-06-06,331,Pending,WH006
ORD20032,P8835803,CUST50058,2023-08-02,492,Returned,WH003
ORD20092,P9820513,CUST50072,2023-07-15,153,Processing,WH004
ORD20064,P8351863,CUST50024,2023-08-13,65,Shipped,WH004
ORD20068,P5391770,CUST50037,2023-09-08,278,Pending,WH005
ORD20031,P6010049,CUST50029,2023-08-05,367,Pending,WH001
ORD20013,P6091354,CUST50006,2023-06-21,497,Returned,WH005
ORD20059,P3179855,CUST50013,2023-06-10,139,Processing,WH001
ORD20039,P8404909,CUST50031,2023-08-31,120,Pending,WH003
ORD20016,P0077916,CUST50086,2023-06-05,16,Returned,WH004
ORD20052,P9861184,CUST50098,2023-07-31,408,Delivered,WH007
ORD20049,P5776364,CUST50007,2023-09-02,337,Processing,WH008
ORD20011,P5751648,CUST50021,2023-09-16,317,Shipped,WH003
ORD20003,P3615759,CUST50100,2023-07-18,268,Delivered,WH008
ORD20095,P9779651,CUST50071,2023-08-06,411,Delivered,WH004
ORD20010,P6044721,CUST50075,2023-07-15,360,Returned,WH003
ORD20014,P1629559,CUST50061,2023-06-18,136,Cancelled,WH010
ORD20032,P8096317,CUST50053,2023-07-05,394,Pending,WH006
ORD20037,P4705230,CUST50031,2023-08-09,109,Returned,WH001
ORD20032,P3369228,CUST50012,2023-08-06,96,Delivered,WH001
ORD20093,P8362715,CUST50060,2023-09-13,297,Shipped,WH005
ORD20068,P9944630,CUST50049,2023-08-16,133,Processing,WH010
ORD20028,P3534297,CUST50086,2023-06-28,320,Pending,WH003
ORD20085,P5289534,CUST50094,2023-09-12,372,Cancelled,WH008
ORD20000,P5382057,CUST50085,2023-09-29,102,Delivered,WH004
ORD20054,P7787796,CUST50014,2023-06-19,226,Pending,WH010
ORD20026,P9700314,CUST50021,2023-07-11,487,Processing,WH009
ORD20028,P8775552,CUST50088,2023-09-19,274,Processing,WH009
ORD20007,P6080132,CUST50093,2023-09-26,38,Shipped,WH010
ORD20030,P6283126,CUST50063,2023-07-26,486,Processing,WH005
ORD20051,P0048699,CUST50020,2023-06-29,195,Processing,WH009
ORD20045,P6634567,CUST50035,2023-06-23,289,Returned,WH009
ORD20078,P9337523,CUST50034,2023-09-02,284,Delivered,WH009
ORD20081,P1578458,CUST50061,2023-09-23,445,Shipped,WH001
ORD20050,P5419968,CUST50003,2023-09-16,112,Pending,WH009
ORD20065,P0131284,CUST50092,2023-06-12,142,Shipped,WH009
ORD20032,P4203858,CUST50044,2023-09-10,63,Processing,WH002
ORD20043,P5318582,CUST50092,2023-06-21,222,Cancelled,WH007
ORD20053,P2842639,CUST50081,2023-07-17,29,Pending,WH002
ORD20068,P0815511,CUST50006,2023-06-24,296,Returned,WH002
ORD20045,P4705230,CUST50098,2023-07-29,425,Delivered,WH001
ORD20035,P1204228,CUST50096,2023-06-25,446,Shipped,WH005
ORD20070,P2378289,CUST50032,2023-07-18,40,Cancelled,WH010
ORD20042,P2177380,CUST50082,2023-07-18,499,Processing,WH002
ORD20019,P9075588,CUST50098,2023-08-05,268,Returned,WH008
ORD20091,P0692169,CUST50094,2023-06-18,165,Returned,WH003
ORD20000,P0334236,CUST50035,2023-07-12,135,Pending,WH007
ORD20021,P4256354,CUST50029,2023-07-16,487,Processing,WH007
ORD20086,P0270965,CUST50079,2023-08-06,187,Returned,WH001
ORD20032,P1789345,CUST50040,2023-06-07,234,Processing,WH003
ORD20003,P3641246,CUST50078,2023-08-02,477,Shipped,WH004
ORD20054,P9700314,CUST50027,2023-07-26,43,Returned,WH009
ORD20005,P3283090,CUST50050,2023-07-03,205,Shipped,WH010
ORD20089,P9197014,CUST50014,2023-08-17,74,Shipped,WH002
ORD20047,P0919419,CUST50035,2023-07-20,334,Shipped,WH003
ORD20014,P0313021,CUST50089,2023-06-17,126,Pending,WH003
ORD20015,P6327563,CUST50024,2023-09-07,14,Pending,WH004
ORD20093,P8229193,CUST50005,2023-08-31,319,Cancelled,WH008
ORD20038,P1840788,CUST50074,2023-07-27,198,Processing,WH004
ORD20037,P6655952,CUST50074,2023-09-17,104,Delivered,WH004
ORD20078,P7846535,CUST50046,2023-09-21,167,Pending,WH004
ORD20054,P9700314,CUST50071,2023-09-29,182,Returned,WH009
ORD20013,P0348467,CUST50026,2023-06-15,389,Pending,WH009
ORD20027,P0259116,CUST50086,2023-09-02,16,Shipped,WH007
ORD20092,P9770065,CUST50045,2023-07-03,28,Returned,WH009
ORD20093,P3033900,CUST50008,2023-06-21,369,Cancelled,WH005
ORD20010,P1729133,CUST50090,2023-07-31,304,Processing,WH001
ORD20084,P3754986,CUST50062,2023-06-21,475,Processing,WH006
ORD20047,P9475711,CUST50027,2023-07-16,15,Processing,WH003
ORD20069,P9628970,CUST50059,2023-07-15,220,Processing,WH002
ORD20004,P9780400,CUST50003,2023-06-06,71,Processing,WH004
ORD20070,P6169870,CUST50048,2023-07-31,31,Cancelled,WH006
ORD20090,P9540850,CUST50036,2023-09-20,107,Returned,WH007
ORD20054,P2428792,CUST50098,2023-09-12,426,Cancelled,WH002
ORD20090,P0346787,CUST50095,2023-09-29,21,Processing,WH005
ORD20006,P0869302,CUST50058,2023-08-12,176,Pending,WH008
ORD20035,P6609570,CUST50021,2023-06-21,307,Delivered,WH009
ORD20028,P3618222,CUST50091,2023-09-16,73,Delivered,WH005
ORD20043,P0257387,CUST50065,2023-06-23,240,Returned,WH008
ORD20019,P7586946,CUST50007,2023-06-28,294,Cancelled,WH006
ORD20051,P5962528,CUST50096,2023-08-24,56,Cancelled,WH005
ORD20050,P1192855,CUST50026,2023-08-07,235,Processing,WH005
ORD20030,P3592057,CUST50066,2023-07-31,351,Shipped,WH004
ORD20073,P6666041,CUST50067,2023-06-29,411,Processing,WH007
ORD20079,P9766725,CUST50011,2023-09-21,34,Delivered,WH002
ORD20060,P3442740,CUST50016,2023-09-20,190,Pending,WH010
ORD20020,P3084959,CUST50008,2023-07-31,395,Processing,WH003
ORD20071,P6182993,CUST50061,2023-07-18,97,Delivered,WH001
ORD20005,P4501115,CUST50034,2023-06-16,129,Processing,WH004
ORD20048,P5041152,CUST50084,2023-09-05,124,Delivered,WH002
ORD20041,P3084959,CUST50051,2023-09-26,101,Delivered,WH003
ORD20048,P7586946,CUST50082,2023-09-17,335,Pending,WH006
ORD20008,P3800338,CUST50079,2023-06-17,357,Returned,WH008
ORD20026,P1721401,CUST50054,2023-07-13,445,Shipped,WH010
ORD20028,P0866923,CUST50027,2023-07-09,219,Delivered,WH007
ORD20065,P3963896,CUST50007,2023-09-21,49,Shipped,WH003
ORD20038,P0989859,CUST50062,2023-09-09,262,Pending,WH009
ORD20021,P2080497,CUST50030,2023-08-24,140,Processing,WH001
ORD20060,P0742782,CUST50071,2023-09-05,286,Processing,WH009
ORD20039,P3641246,CUST50009,2023-09-12,414,Pending,WH004
ORD20029,P0374509,CUST50003,2023-08-17,486,Pending,WH002
ORD20061,P9720186,CUST50012,2023-07-19,364,Returned,WH007
ORD20082,P3616114,CUST50073,2023-07-02,381,Delivered,WH008
ORD20012,P9885944,CUST50099,2023-09-16,311,Processing,WH008
ORD20063,P9780400,CUST50077,2023-08-30,213,Processing,WH004
ORD20004,P0048699,CUST50028,2023-07-04,58,Pending,WH009
ORD20045,P6756815,CUST50029,2023-08-12,248,Pending,WH005
ORD20037,P0526532,CUST50019,2023-09-23,107,Shipped,WH002
ORD20012,P0920505,CUST50077,2023-06-26,443,Pending,WH006
ORD20017,P3114471,CUST50004,2023-07-27,101,Delivered,WH002
ORD20009,P4821198,CUST50048,2023-07-18,337,Cancelled,WH008
ORD20045,P0678124,CUST50053,2023-08-26,114,Processing,WH003
ORD20083,P0503163,CUST50051,2023-08-18,72,Delivered,WH009
ORD20072,P8038221,CUST50075,2023-06-17,115,Returned,WH009
ORD20083,P9642336,CUST50051,2023-08-17,495,Processing,WH003
ORD20024,P5106522,CUST50096,2023-08-29,47,Processing,WH003
ORD20018,P3225364,CUST50034,2023-06-23,33,Processing,WH001
ORD20086,P7826913,CUST50033,2023-07-03,461,Shipped,WH006
ORD20040,P9147216,CUST50011,2023-09-16,160,Pending,WH005
ORD20076,P4402163,CUST50098,2023-06-10,40,Delivered,WH009
ORD20034,P5031128,CUST50047,2023-09-28,339,Pending,WH003
ORD20063,P9737851,CUST50029,2023-09-13,198,Delivered,WH009
ORD20026,P8402787,CUST50077,2023-09-17,377,Pending,WH005
ORD20053,P0453591,CUST50015,2023-07-26,134,Pending,WH009
ORD20094,P3295010,CUST50090,2023-06-09,332,Shipped,WH007
ORD20094,P8236456,CUST50045,2023-09-22,387,Pending,WH003
ORD20097,P3859285,CUST50084,2023-09-05,306,Returned,WH010
ORD20004,P6646862,CUST50045,2023-07-29,315,Delivered,WH008
ORD20041,P5395290,CUST50054,2023-06-02,114,Returned,WH008
ORD20085,P2201306,CUST50085,2023-09-20,81,Delivered,WH001
ORD20061,P4725029,CUST50066,2023-08-25,448,Shipped,WH005
ORD20013,P9487943,CUST50051,2023-08-09,352,Cancelled,WH002
ORD20098,P2535974,CUST50008,2023-09-16,109,Cancelled,WH008
ORD20097,P3569053,CUST50045,2023-09-27,345,Processing,WH002
ORD20071,P4630652,CUST50051,2023-09-06,339,Pending,WH008
ORD20008,P8321305,CUST50069,2023-08-15,119,Pending,WH007
ORD20088,P5232744,CUST50021,2023-08-31,420,Delivered,WH005
ORD20095,P7640499,CUST50099,2023-09-26,337,Returned,WH002
ORD20091,P9737851,CUST50064,2023-08-28,258,Pending,WH009
ORD20035,P9263776,CUST50086,2023-09-01,447,Shipped,WH004
ORD20010,P4402163,CUST50017,2023-07-16,294,Returned,WH009
ORD20061,P7069589,CUST50069,2023-09-03,35,Shipped,WH009
ORD20049,P6937125,CUST50032,2023-07-20,112,Cancelled,WH010
ORD20069,P4585328,CUST50082,2023-06-14,208,Returned,WH004
ORD20019,P1566542,CUST50051,2023-08-12,129,Shipped,WH010
ORD20019,P1545195,CUST50070,2023-06-06,472,Pending,WH006
ORD20032,P4845159,CUST50032,2023-07-18,204,Shipped,WH006
ORD20067,P1538548,CUST50083,2023-06-21,405,Cancelled,WH002
ORD20049,P3179855,CUST50059,2023-09-15,480,Cancelled,WH001
ORD20090,P2927011,CUST50073,2023-07-22,380,Shipped,WH005
ORD20076,P0224352,CUST50043,2023-07-07,97,Cancelled,WH003
ORD20007,P9005488,CUST50039,2023-06-29,60,Delivered,WH006
ORD20055,P5246056,CUST50023,2023-06-14,88,Processing,WH009
ORD20092,P9780400,CUST50081,2023-06-19,261,Shipped,WH004
ORD20055,P6705834,CUST50068,2023-07-06,228,Pending,WH006
ORD20026,P0629481,CUST50017,2023-07-15,352,Returned,WH007
